domain_id,rank,domain,search_term,umametry_relevance,screening_status,evidence_id,next_action,note
DOM-351,351,자동차 판매,auto marketplace,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-352,352,차량 정비,auto repair,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-353,353,자동차 보험,auto insurance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-354,354,운전 교육,driver education,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-355,355,차량 진단,vehicle diagnostics,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-356,356,중고차 이력,vehicle history,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-357,357,모터사이클,motorcycle services,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-358,358,캠핑카·레저차,RV services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-359,359,항공 개인 이동,aviation services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-360,360,드론 서비스,drone services,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-361,361,화장품 예약,beauty booking,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-362,362,미용실 예약,salon booking,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-363,363,웰니스 예약,wellness booking,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-364,364,개인 트레이닝,personal training,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-365,365,스포츠 시설 예약,sports booking,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-366,366,요가·필라테스,yoga pilates,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-367,367,아웃도어 활동,outdoor recreation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-368,368,여행 사진,travel photography,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-369,369,취미 교육,hobby learning,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-370,370,취미 장비 대여,equipment rental,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-371,371,통신 요금제,telecom plans,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-372,372,인터넷 서비스,ISP,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-373,373,모바일 기기 관리,MDM,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-374,374,기기 수리,device repair,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-375,375,디지털 신분증,digital identity,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-376,376,전자 문서 보관,digital archive,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-377,377,파일 저장,file storage,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-378,378,파일 전송,file transfer,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-379,379,개인 백업,personal backup,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-380,380,인터넷 안전,parental control,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-381,381,블록체인 지갑,blockchain wallet,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-382,382,NFT·디지털 수집품,digital collectibles,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-383,383,DAO 커뮤니티,DAO tools,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-384,384,Web3 개발,Web3 developer tools,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-385,385,게임 경제,game economy,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-386,386,크라우드 대출,peer lending,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-387,387,대안 신용,alternative credit,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-388,388,급여 선지급,earned wage access,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-389,389,기부 결제,giving payments,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-390,390,금융 교육,financial education,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-391,391,공공 안전,public safety,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-392,392,경찰·소방 운영,emergency operations,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-393,393,도시 운영,smart city,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-394,394,선거 정보,election information,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-395,395,공공 참여,civic engagement,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-396,396,공공 기록,public records,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-397,397,공공 조달,public procurement,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-398,398,학교 안전,school safety,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-399,399,재난 경보,disaster alerts,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-400,400,국제 개발,aid management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-401,401,번역 관리,localization management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-402,402,국제 전자상거래,cross-border commerce,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-403,403,다국가 급여,global payroll,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-404,404,해외 채용,global hiring,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-405,405,해외 법인 관리,entity management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-406,406,수출입 무역,trade management,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-407,407,관세 계산,duty calculation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-408,408,국제 배송,cross-border shipping,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-409,409,환율·외환,FX management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-410,410,글로벌 컴플라이언스,global compliance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-411,411,웹 접근성,web accessibility,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-412,412,보조기술,assistive technology,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-413,413,난독 지원,dyslexia support,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-414,414,청각 지원,hearing accessibility,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-415,415,시각 지원,vision accessibility,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-416,416,고령자 디지털 지원,senior tech,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-417,417,디지털 웰빙,digital wellbeing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-418,418,화면 시간,screen time,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-419,419,온라인 안전,online safety,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-420,420,가족 안전,family safety,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-421,421,식당 운영,restaurant operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-422,422,배달 매장 운영,delivery operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-423,423,식품 안전,food safety,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-424,424,메뉴 관리,menu management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-425,425,예약 판매,pre-ordering,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-426,426,식자재 조달,food procurement,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-427,427,주방 관리,kitchen management,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-428,428,프랜차이즈 운영,franchise management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-429,429,호텔 식음료,hospitality F&B,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-430,430,케이터링,catering,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-431,431,세일즈 교육,sales training,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-432,432,리더십 교육,leadership training,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-433,433,규정 교육,compliance training,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-434,434,안전 교육,safety training,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-435,435,온보딩,employee onboarding,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-436,436,내부 이동,internal mobility,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-437,437,성과 관리,performance management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-438,438,보상 관리,compensation management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-439,439,인력 계획,workforce planning,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-440,440,채용 브랜딩,employer branding,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-441,441,과학 실험실 관리,lab management,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-442,442,생명과학 데이터,bioinformatics,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-443,443,의료 연구,health research,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-444,444,특허 관리,IP management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-445,445,지식재산 검색,patent search,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-446,446,규제 정보,regulatory intelligence,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-447,447,임상 데이터,clinical data,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-448,448,연구 협업,research collaboration,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-449,449,학술 네트워크,academic network,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-450,450,과학 교육,science education,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-451,451,반도체 설계,semiconductor design,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-452,452,전자 설계,EDA,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-453,453,로봇 운영,robotics,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-454,454,자율주행,autonomous driving,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-455,455,우주 데이터,space data,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-456,456,위성 분석,satellite analytics,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-457,457,디지털 트윈,digital twin,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-458,458,IoT 플랫폼,IoT platform,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-459,459,엣지 컴퓨팅,edge computing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-460,460,양자 컴퓨팅,quantum computing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-461,461,법률 사무 운영,law firm management,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-462,462,계약 전자서명,contract e-signing,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-463,463,소송 지원,litigation support,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-464,464,법률 문서 자동화,legal document automation,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-465,465,지식재산 운영,IP operations,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-466,466,규제 신고,regulatory filing,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-467,467,기업 거버넌스,corporate governance,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-468,468,내부감사,internal audit,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-469,469,위험 관리,enterprise risk,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-470,470,윤리 신고,ethics hotline,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-471,471,청소년 커뮤니티,youth community,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-472,472,대학 진학,college admissions,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-473,473,장학금,scholarships,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-474,474,직업 전환,career transition,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-475,475,은퇴 계획,retirement planning,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-476,476,생활 습관,habit building,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-477,477,목표 관리,goal tracking,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-478,478,개인 일기,journaling,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-479,479,디지털 유산,digital legacy,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-480,480,가족 역사,family history,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-481,481,카운터·집계,counter tally,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-482,482,알람·기상,alarm clock,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-483,483,시간 추적,time tracking,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-484,484,습관·루틴,habit tracker,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-485,485,체크리스트,checklist,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-486,486,스캔·문서화,document scanning,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-487,487,QR·바코드,QR barcode,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-488,488,비밀번호 생성,password generator,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-489,489,파일 변환,file conversion,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-490,490,단위·환율 계산,converter calculator,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-491,491,날씨 위험,weather alerts,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-492,492,식물 관리,plant care,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-493,493,반려식물 커뮤니티,plant community,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-494,494,폐기물 분리배출,recycling guide,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-495,495,지역 상점 발견,local discovery,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-496,496,쿠폰·절약,coupons savings,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-497,497,기부 물품,giving marketplace,MEDIUM,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-498,498,소규모 모임,micro-events,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-499,499,생활 문제 해결,local problem solving,LOW,SCREENED_FROM_CATALOG,E-001,boundary_reference,카탈로그 매칭은 실제 기능·시장 검증이 아님
DOM-500,500,범용 유틸리티,multi-purpose utility,HIGH,SCREENED_FROM_CATALOG,E-001,official_candidate_discovery,카탈로그 매칭은 실제 기능·시장 검증이 아님
